Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	mzML/FUS-Neurite-NT_1	mzML/FUS-Neurite-NT_2	mzML/FUS-Neurite-NT_3	mzML/FUS-Neurite-NT_4	mzML/FUS-Neurite-NT_5	mzML/FUS-Neurite-NT_6	mzML/FUS-Soma-NT_1	mzML/FUS-Soma-NT_2	mzML/FUS-Soma-NT_3	mzML/FUS-Soma-NT_4	mzML/FUS-Soma-NT_6	mzML/FUS-Neurite-KD_1	mzML/FUS-Neurite-KD_2	mzML/FUS-Neurite-KD_3	mzML/FUS-Neurite-KD_4	mzML/FUS-Neurite-KD_5	mzML/FUS-Neurite-KD_6	mzML/FUS-Soma-KD_1	mzML/FUS-Soma-KD_2	mzML/FUS-Soma-KD_3	mzML/FUS-Soma-KD_4	mzML/FUS-Soma-KD_5	mzML/FUS-Soma-KD_6	mzML/FUS-Soma-NT_5	mzML/HNRNPA1-Neurite-NT_1	mzML/HNRNPA1-Neurite-NT_2	mzML/HNRNPA1-Neurite-NT_3	mzML/HNRNPA1-Neurite-NT_4	mzML/HNRNPA1-Neurite-NT_5	mzML/HNRNPA1-Neurite-NT_6	mzML/HNRNPA1-Soma-NT_1	mzML/HNRNPA1-Soma-NT_2	mzML/HNRNPA1-Soma-NT_3	mzML/HNRNPA1-Soma-NT_4	mzML/HNRNPA1-Soma-NT_5	mzML/HNRNPA1-Soma-NT_6	mzML/HNRNPA1-Neurite-KD_1	mzML/HNRNPA1-Neurite-KD_2	mzML/HNRNPA1-Neurite-KD_3	mzML/HNRNPA1-Neurite-KD_4	mzML/HNRNPA1-Neurite-KD_5	mzML/HNRNPA1-Neurite-KD_6	mzML/HNRNPA1-Soma-KD_1	mzML/HNRNPA1-Soma-KD_2	mzML/HNRNPA1-Soma-KD_3	mzML/HNRNPA1-Soma-KD_4	mzML/HNRNPA1-Soma-KD_5	mzML/HNRNPA1-Soma-KD_6	mzML/TDP43-Neurite-NT_1	mzML/TDP43-Neurite-NT_2	mzML/TDP43-Neurite-NT_3	mzML/TDP43-Neurite-NT_4	mzML/TDP43-Neurite-NT_5	mzML/TDP43-Neurite-NT_6	mzML/TDP43-Soma-NT_1	mzML/TDP43-Soma-NT_2	mzML/TDP43-Soma-NT_3	mzML/TDP43-Soma-NT_4	mzML/TDP43-Soma-NT_5	mzML/TDP43-Soma-NT_6	mzML/TDP43-Neurite-KD_1	mzML/TDP43-Neurite-KD_2	mzML/TDP43-Neurite-KD_3	mzML/TDP43-Neurite-KD_4	mzML/TDP43-Neurite-KD_5	mzML/TDP43-Neurite-KD_6	mzML/TDP43-Soma-KD_1	mzML/TDP43-Soma-KD_2	mzML/TDP43-Soma-KD_3	mzML/TDP43-Soma-KD_4	mzML/TDP43-Soma-KD_5	mzML/TDP43-Soma-KD_6
Q14914	Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	759304	725857	857749	843279	968319	896620	324774	354663	416928	354602	305998	999219	951188	967500	889857	812967	952450	392566	359890	415549	498839	304458	373062	216965	727316	825937	629978	745396	872294	718398	310018	358175	324449	318752	394463	272646	915535	975650	1126920	1027510	977118	1050030	463516	473241	476336	506604	406290	407348	878794	818425	809803	823206	780416	994127	348970	458141	309121	457123	630861		846244	907715	902880	863793	950452	994044	339099	358457	336927	285283	379376	
Q14919	Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	587459	613490	750408	694814	747273	524427	2919720	2481860	2894510	2415480	3188640	819699	526269	827076	772330	733700	914945	2401940	2343400	2821340	3046310	11795700	3253850	2928880	574217	546259	509202	897805	744188	472265	1976420	2606910	2613510	3275300	2599410	2868240	775482	1200800	783709	890753	981159	906837	1855030	2977450	2979000	2827770	2180700	2508690	653128	960040	1004250	909602	759082	1082290	4007250	6765480	5715740	5677610	4921890	11115200	939401	1065190	949335	821990	986677	759678	3948310	5156780	4774070	3624070	4429080	10529500
Q14964	Q14964	RB39A_HUMAN	RAB39A	Ras-related protein Rab-39A	247398	357922	298121	317036	262767	294978	339782	232673	170762	213954	237757	207427	250634	215658	269313	237329	348321	214043	181236	294446	230636		176852	188591	401847	625473	295081	311059	245427		211826	225604	226940	63059.3	201389	257656	279695	313546	241776	315189	331963	196797	188317	223363	102016	319583	112592	88058.1	138342			252101	235616	267115							108104				194513							
Q14966	Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	197630	345446	227362	154901	257411	196906	1040930	1118410	1090780	1072980	1171270	118808	225496	303701	190559	211128	279852	1067400	1111470	1160330	1124820	764184	1114550	1075880	174905		258630	328889	233065	343887	984489	1113680	1008710	1096770	1074770	1054710	373172	351160	379064	362509	310762	354057	1095200	1141750	1083880	1154520	1076650	1055100	2897400		473532		133439		1339570	1215290	1300880	1351710	1331080	411739					275757		1285490	1397190	1371150	1443260	1261640	618381
Q14974	Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	14433000	15020300	15547300	15653800	16084200	15712500	9094490	9737050	9508460	9101880	9601090	14717800	14851000	14840200	15357500	16020400	15271400	9430690	9536160	10480200	10013300	12292100	10400100	9172040	14486400	15594300	14960500	16209500	15334000	15295200	9752370	10291300	9553280	9894410	9738760	9824320	14168600	14492400	14956100	15529700	14572300	14794400	9939910	9774100	10276900	9836570	9889640	10594600	16528400	16670500	17386800	17423000	16663000	16857200	10570700	11837100	10150000	11798900	9589180	8081940	12155500	12395700	11936400	12378800	12840000	11954400	8235840	8707070	7558520	7755680	7596120	6611900
Q14978	Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	263656	282849	297332				1286740	1194980	1228420	1141300	1012400	91236.7	111295		232326	39276	44935.8	1113900	1358570	1341050	1129640	1205530	1254910	1146140	113517			88579.1	112891	52726	1330130	1183150	1322100	1296150	1276890	954249	67991.8		533579	140360		203902	921969	1041830	994121	874601	1276320	1088950						399154	1261660	1076800	1276740	1155820	1276590	1450200							1489110	1639380	1692950	1661930	1506590	1407430
Q14980	Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	273867	308735	243196	207112	205563	199345	3019550	3181280	2997880	3155580	3045590	274705	294619	249384	213736	233282	205554	3446010	3446700	3537160	3478800	2138450	3222640	3113970	285923	593868	265349	265209	285063	260536	2985540	3071850	3037420	3195040	2946570	2972110	412198	478065	418229	524180	397113	339678	3100670	2900590	2877530	3145450	3227300	3000500	126907	205670	149104	187609	269294	208729	2598800	2362450	2736650	2617590	2760690	1556510	176705	388516	174823	242106	307105	242225	3219070	3301170	3402260	3497620	3140390	1981640
Q14982	Q14982	OPCM_HUMAN	OPCML	Opioid-binding protein/cell adhesion molecule	342965	718302	364402	318370		552815	297881	234752	399495	352198	405744		489076	295341	384559	294208				390408		617144		360761	222356		231684		275320	347906		435032		393879								102121				187254	175328		468587	369200				561433	462053	414205	513516	567021						364917						554348		
Q14997	Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	1352250	1546740	1391350	1240900	1213150	1275960	1383320	1473600	1400830	1186490	1240660	1244150	1371150	1413840	1408320	1299470	1524590	1392310	1641660	1513200	1503010		1491220	1249860	1358810	1305700	1530910	1499160	1540370	1381200	1211720	1132240	1069110	940596	1339490	1236520	2002210	2345860	1883190	1826800	2057570	2130190	1312000	1315710	1290500	1400930	1031170	1279170	1380220	1435270	1667570	1375940	1300250	1422530	1215070	1280060	1446140	1439290	1293160		1194740	1342300	1180900	1017460	1267680	1099320	1019290	1291670	1265220	1141950	1071680	
Q14999	Q14999	CUL7_HUMAN	CUL7	Cullin-7																									66319.2				55773.1	57165.3							87713.5	80484.2	67662.5			65559.1																														
Q149N8	Q149N8	SHPRH_HUMAN	SHPRH	E3 ubiquitin-protein ligase SHPRH							184876	124388	106820	142626	138326							143143	155368	119979	179573		191481	174358							181756	206118	153659	198170	125596	151040						95502.9	218286	263734	253191	216619	192037	198607							50133.1	128291	157666	133011	165601								190357	165098	135290	195417	190635	
Q14BN4	Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	251396	228629	268363	285526	205916	270687	262339	322846	287983	362632	311280	159987	234039	161880	211714	232644	219594	313336	286422	279023	294529		381298	302973	228070		293703	379517	302732	303521	500337	307908		284582	261254	283691	312837	277693	300138	340478	290570	250778	229335	359194	327381	373889	384335	303944	94997.7		123646	136255	146025				198962	245531	137877			95144.6			186263	129022			142457	265021	142354	
Q14C86	Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	2780470	2798850	2823040	2815600	2854650	2721810	2216340	2154230	2282190	2132460	2149600	2703750	2865770	2775940	2965920	2745600	2865950	2188780	2246430	2396720	2196400	887998	2182010	2155820	2687140	3597610	2749070	2559930	2638110	2498480	2209780	2008980	2295080	2219110	2133300	2174370	2961790	3072040	3132380	3140950	3124400	3245690	2293190	2322660	2269700	2177410	2135140	2211940	3169290	3385290	3501890	3311700	3148950	3221810	2428460	2036750	2373010	2052590	2294740		2819690	3260600	2971950	3008450	3096320	3018130	2183900	2001270	2307120	2131270	2218770	633857
Q14CS0	Q14CS0	UBX2B_HUMAN	UBXN2B	UBX domain-containing protein 2B	76710.5	71573.7	96803.2	82407	147300	117556	59278.4			104044	104533	67249.6		76727.2	90488.3	76830.7	79891.3	53846.4	37599.5	49414.8		112635	83379.7	37787.6	82674.4	95568.9	118044	137779	142901		105150		78376	131247		119192	83190.1	72053.6		111657	83715.5		107157			119870	85311.9	94391.3			46335.8	124204		120778												105987						
Q14CX7	Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	469705	459903	506427	483759	426658	446501	596472	577717	598937	526589	529450	426471	488123	456855	457060	405832	534099	579449	569028	546368	566135	241599	550503	599891	419546	453168	410961	590539	489785	483392	422576	448673	533841	588854	482556	426505	680264	639452	629494	646339	556077	664981	527654	582625	591626	569630	492133	632699	387143	526248	554154	541336	467139	599933	674797	718484	636080	844691	730244		474474	560141	515099	684198	568326	476723	835218	711158	640206	646559	706641	
Q15005	Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	3606280	3979380	4058630	4178830	4305920	3757340	6522010	6737850	6727570	7357430	6071500	3969410	4423510	4011610	4053040	4703870	4561860	6882040	7095160	6728280	6527130	5501100	6395000	6044950	3940700	3388670	4477670	4545680	3868750	4755610	5736370	5555160	6005540	5814900	6390040	5866060	4324440	3895910	3982550	4394590	3910760	3552150	5944190	6407130	6546200	6440120	6299870	6259930	3341450	3082940	2663760	2581400	3171110	3198120	4932910	4588790	4231570	4920730	4330040	2920080	3638910	3539190	3263770	3467400	3687460	3307640	4198580	4746640	4030910	4304640	4383330	2398550
Q15006	Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	804732	879323	866806	959545	986884	907711	1143850	1111980	1083580	991644	1122850	970956	1061390	1012400	935813	1086580	1119460	1061180	1128240	1167250	988651	956215	936121	855774	862184	739526	828504	871959	790124	789094	875602	1044090	851628	853338	762920	846084	963707	892135	957025	847559	790804	869308	996270	905326	925631	899769	959524	770787	740030	804882	813951	772805	795594	833432	1060590	979729	1183710	1205770	1051750		894058	899782	758771	763825	866198	826010	1266550	1242920	1308970	1252850	1229300	600191
Q15007	Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP		36989.4	82951.7			31865.9	563290	549205	533513	570355	593025		16093.6				22688.2	585484	510989	658708	656675	2272400	577594	573992			21883.6	67821.3		33632.4	506434	502160	499580	521783	505111	497900	98134.9	72557.2		134206			499805	528818	479080	540397	528400	525310							589978	1031780	883998	661106	766637	3602210							645388	636174	797393	704723	642979	3932630
Q15008	Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	5649060	6135570	6043840	7162420	7123300	6823670	6454070	6407540	7097320	6022810	6679310	5971020	6242620	6391130	6724620	6919520	7678950	6526590	6663770	6576370	6575100	5741000	6649300	5462970	6146220	6347500	6619890	6376010	5935140	6066560	6475310	6716750	6258540	5739670	5960330	5963940	6807110	7327490	7071900	6300440	6037720	6436580	6804780	6815100	6587690	6390680	6356580	6289100	5816080	7016340	7235030	7432690	6539360	7666010	6655850	7621760	6579800	7510710	7185970	3171090	6712520	6979060	6831660	7262220	8205790	7275210	7257480	7138740	6859410	6966100	6656090	3086520
Q15014	Q15014	MO4L2_HUMAN	MORF4L2	Mortality factor 4-like protein 2							82878.9		165945		104092									65660.1				53373.8												91393.5																			111686	250149	146037	94788.6	195862								162662	201123	142247	271243	155795	
Q15018	Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	1034130	764981	886753	841322	837682	921653	712567	751784	841039	639637	681966	945152	790047	766212	846926	935821	864550	744553	734040	660230	695097	298971	759253	856649	794133	1466570	856405	919851	813041	809655	821245	741395	828902	754492	749106	887294	793374	695746	679485	818049	789781	701418	774264	727617	737190	674984	620122	877861	1001180	1100410	1078160	1159880	1108820	1223300	833486	664056	806794	610204	842476		1103070	1085760	923545	1143720	1163130	1035290	793772	787310	857561	661096	724137	
Q15019	Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	10220900	9584980	10147300	9883380	10330900	11002900	5351440	4985630	5497490	4757380	4667410	11052900	10759100	10300600	10727900	10372300	10253000	4881940	4991320	5330430	5304280	2554910	5565870	4175640	9065950	9250540	8155120	8864940	8237800	8076760	5152910	4635380	5025210	4503650	4238780	4980050	9220930	9255800	8741400	9227160	10049400	9189200	5774990	5106020	5459660	5136670	4963060	4990480	8043400	8127020	8059440	8399620	8029260	7669450	4053530	4233790	4157790	3937950	3899900	1428630	8537710	8657570	8620400	8236910	8534110	9118240	4022050	4242430	3970490	3567050	3803480	1802900
Q15020	Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	510991	457969	486165	306572	318196	294624	2282360	2190870	2350570	2185900	2279560	328498	326523	327914	375567	347046	518980	2154820	2480870	2141110	2418380	1145580	2384960	2112370	395463	261415	451744	516144	410825	540632	2166560	2091290	2166040	2188620	2011130	2144790	725021	904806	751020	883787	791262	895519	2265380	2294300	2359270	2377360	2062290	2133420	471246	479747	482289	747153	435532	427048	2239160	2201800	2276870	2481640	2295690	1072090	643756	531456	515380	489220	608920	526893	2433900	2462900	2352550	2192750	2202190	881868
Q15021	Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	8839.87														5998.81														9527.29	16566.9												26648.8									21260.8																					
Q15024	Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	509125	410160	433102	355311	277766	302415	1191920	1142420	1320450	1267450	1348150	388988	320624	551581	284972	370560	294772	1262190	1140710	1282980	1442970	1008490	1433190	1141350	424061	576088	395173	431490	325414	353703	1109020	1449120	1142560	1345440	1401230	1332230	504526	655544	599538	632990	497339	482906	1295440	1357870	1127120	1215040	1428090	1464350	92842.1	150746	176129	170221	191847	167376	792575	918108	918670	827054	854678	361487	107523	180702	158128	184822	185508		1042280	1079730	944520	972070	1070360	557761
Q15029	Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	1338520	1244550	1221060	902714	931115	900428	6271340	6681320	6586940	6496920	6562810	1008610	990614	1019970	951207	916186	1114590	6579260	6793660	6974200	7068110	3746570	6825840	6436270	1081850	1057860	1157670	1411190	1234480	1202340	5905680	6536060	6602700	6526650	6469680	5989150	2039790	2441780	1981510	2303200	1926440	2238500	6572560	6944080	6755120	6491350	6663440	6324200	956149	991088	1130390	1093480	1026190	1064830	5916970	5523140	6349510	6323620	6377080	2860270	930855	1133630	1076660	1022220	1365200	1105200	6663840	6447260	6733450	6739120	6502890	3113200
Q15031	Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	1444000	1424850	1539580	1153640	1214410	1162450	2662680	2261580	2271690	2257770	2099570	1317940	1249660	1411460	1385070	1212790	1453860	2075630	2317110	2332130	1971020	616104	2007790	2190770	1275140	1662500	1348930	1358090	1452810	1541130	2068420	2229800	2215180	2258460	2266940	1896890	1524720	1591770	1508530	1685460	1512860	1435620	2104420	2331150	2065670	2142110	2284700	2001940	1225150	1197750	1205570	1136760	1062480	1049230	2025220	1685590	2129750	2073650	1787980	519794	1021750	1213420	1101640	1060970	1290060	1022460	2100880	2248370	2089020	2080210	2121410	
Q15036	Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	708333	752778	736721	588146	655870	649704	697538	545402	651064	724818	722440	611974	648613	567427	551582	609719	664030	818255	556611	521133	616837	173403	573308	628188	655123	623852	732666	744330	689661	750073	539305	634450	497031	643237	819509	694739	933505	1001300	886039	797617	956834	863322	699482	636105	738019	585330	490290	1152960	362079	416503	459685	437442	376774	350101	697817	588639	554061	808266	634803		396732	480548	352743	352683	433887	453963	638304	519655	750402	649420	774293	
Q15041	Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1	7021820	3312400	4185310	3874330	4673580	4694120			4126200	6165710	2719480	5851740	4912620	3989140	4495040	5660360	4464310				1240670	2447580	89087.2		5267460		4382900	2885550	2197220	5093660	1294590	1992260	2173110	4231450		3144870	2123520	4019480	3584150	4785760	4564230	4893600	2253120		3278750	5180840	451998		3853350	3984340	3403390	3983690	3664340	3793870	2137490	2049750	2069120	2223340	2648020	1995070	3484430	4074060	3500550	3592070	4514660	3548990	2259830	2911170	2580600	2661910	2273690	1824490
Q15042	Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	1818190	1529500	1522020	1438640	1481140	1453720	1070200	1049400	988281	1083380	968989	1524380	1498370	1485920	1456360	1485640	1405400	1043790	933023	967343	935400	939284	990279	901402	1521660	1623030	1448780	1355570	1326730	1414260	1115780	911239	1139210	1025850	1046180	1118430	1457290	1463380	1480440	1542740	1566340	1661390	998494	917427	1083410	1035340	1031970	1025590	1253500	1263210	1354980	1364790	1357610	1358800	758130	796472	827830	870834	920638	343504	1160840	1188930	1240980	1211000	1289140	1244500	751934	699652	684426	655068	726144	
Q15043	Q15043	S39AE_HUMAN	SLC39A14	Metal cation symporter ZIP14		160435	201109	149442	154607	165193	306134	236891	266800			218317	200411	177436	208872	183022	162431	297311	287526	305543	206581	299467	203744		156098		189943	152854	157096	124580			190749				201563		193497	209964	147152	150407			277773	226444	230834	213100							257326		145714	196542								256315	187203	217867	281884	251516		
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	1710890	1704970	1628830	1381550	1447710	1560190	3863050	4203410	4326480	4144600	4325100	1364840	1442470	1444450	1408810	1315190	1533180	4146910	4705210	4607130	4412230	2672460	4573220	4068710	1471670	1287430	1502540	1672630	1684850	1505170	4104710	4114990	3697470	4028560	4000740	3920150	1720370	1948780	1807010	1896420	1969010	1939550	3618620	3564690	3628310	3756040	3681050	3364530	1327200	1394650	1569190	1350580	1336540	1530930	4624310	4365440	4520240	4717770	4578820	1498540	1259180	1468490	1304440	1492940	1774130	1452550	5334070	5644200	4898530	5276390	4853810	2108750
Q15047	Q15047	SETB1_HUMAN	SETDB1	Histone-lysine N-methyltransferase SETDB1	160594	100028			112432		438893	491852	513885	546280	529994	102506	72889.1	122760	105287		81046.9	585027	613812	570537	505412	231997	559999	477301	135187			163776	174582	231306	428522	417814	439234	646861	440179	475759	192697	210369	248778	172126	177980	212965	458438	414023	573529	705023	542573	618378				103019	79129		285783	291552	318059	350008	329735						116299		315852	292416	312244	351842	314468	
Q15048	Q15048	LRC14_HUMAN	LRRC14	Leucine-rich repeat-containing protein 14	133819	142230	100425	137155	96859.1	99197.7	157653	159170	154181	157459	178134	92307.2	129742	112873	137440	97009.7	146427	122045	155057	139109	152518		145242	147220	89372.3	194326	115048	135525	105373	168183	149945	184587	183284	129405	194938	154885	161848	109104	104098	108375	124301	158078	155150	164978	110130	139267	98943.4	182342	63461	65844.3	74291.6	84437.6	64920	70179.3		79481.6		98003.4			79442.9	85080.4	58883.3	103720	53390	127193		80744.8	81782.6		86475.9	
Q15050	Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog			193908	142143			1692100	1596890	1643500	1598900	1466550						188888	1491480	1575860	1623350	1561210	1145420	1432150	1447290	268934		187824				1505770	1665030	1494430	1793950	1530000	1630370	303613	356203	419356	458366	346714	392984	2251930	2117570	2021350	2282650	2370270	2049220							1497870	1354710	1384980	1167900	1258640	1500870					171218		1595830	1541420	1608810	1594080	1595500	717361
Q15056	Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	2385840	1963020	1998490	2028640	1984900	2082940	3766520	4256580	3637070	3903150	4042810	2214090	2119250	2269390	2142710	2264190	1991250	4434820	4056860	3852440	4248410	5086410	3712160	4000690	2259490	2038770	2051140	2620190	2192640	2044530	4177090	3760950	3274790	3727000	3878460	4209780	1523870	1238220	1551770	1783720	1730000	1274010	3656530	4107400	3926590	4194550	4490540	4183030	1372050	1675400	1385510	1630700	1434000	1547450	2772180	3657140	2563550	2547430	2982370	6759900	2049140	1431180	1790920	1970800	1344020	1579440	2811920	2768360	2805680	2571800	2902600	7476720
Q15057	Q15057	ACAP2_HUMAN	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	172952	176518	204492	199276	164221	158197	72186.2	96150.3				161213	138064	150842	162121	173547	101790	90518.5						69085.7	177853	238827	133047	224079	156585	191260							147619	191199	194493	217390	134527	313697		164772		157376			162703	149446	143762	160579		190500		77411.4						133646	102665	163190	127830	165290						
